Ticker,assets,liabilities,current_assets,intangible_assets,equity,other_noncurrent_assets,accounts_payable,fixed_assets,current_liabilities,equity_attributable_to_noncontrolling_interest,liabilities_and_equity,equity_attributable_to_parent,noncurrent_assets,noncurrent_liabilities,other_current_liabilities,net_cash_flow_from_financing_activities_continuing,net_cash_flow_continuing,net_cash_flow_from_operating_activities_continuing,net_cash_flow_from_investing_activities_continuing,net_cash_flow,net_cash_flow_from_financing_activities,net_cash_flow_from_investing_activities,net_cash_flow_from_operating_activities,other_comprehensive_income_loss,comprehensive_income_loss_attributable_to_parent,comprehensive_income_loss_attributable_to_noncontrolling_interest,comprehensive_income_loss,income_tax_expense_benefit_current,interest_expense_operating,gross_profit,preferred_stock_dividends_and_other_adjustments,income_loss_from_continuing_operations_after_tax,diluted_average_shares,costs_and_expenses,net_income_loss_attributable_to_parent,selling_general_and_administrative_expenses,benefits_costs_expenses,income_loss_from_continuing_operations_before_tax,income_tax_expense_benefit,basic_average_shares,income_tax_expense_benefit_deferred,operating_income_loss,basic_earnings_per_share,cost_of_revenue,operating_expenses,participating_securities_distributed_and_undistributed_earnings_loss_basic,net_income_loss_available_to_common_stockholders_basic,revenues,diluted_earnings_per_share,net_income_loss_attributable_to_noncontrolling_interest,net_income_loss,depreciation_and_amortization,research_and_development,other_operating_expenses,nonoperating_income_loss,other_current_assets,long_term_debt,other_noncurrent_liabilities,inventory,stockPrice,totalShares,grossMargin,netProfitMargin,peRatio,priceToBookRatio,debtToEquity,marketCap,currentRatio,cashAndCashEquivalents,ROA,returnOnEquity,ROIC,researchAndDevelopment,incomeTaxExpenses,beta,quickRatio,enterpriseValue,enterpriseToRevenue,sector,industry,volume,quoteType,priceVolume,earningsYield,grossMarginCheck1,grossMarginCheck2,netProfitMarginCheck1,netProfitMarginCheck2,peTimesPriceToBookRatioCheck,marketCapCheck,currentRatioCheck,ROACheck,returnOnEquityCheck,ROICCheck,researchAndDevelopmentCheck,incomeTaxExpensesCheck,betaCheck,priceVolumeCheck,earningsYieldCheck,totalPasses
SLNHP,97349000,45754000,18515000,19986000,51595000,15377000,3388000,43471000,31335000,30720000,97349000,20875000,78834000,14419000,27947000,5105000,-302000,61000,-5468000,-302000,5105000,-5468000,61000,0,-8093000,0,-8093000,-2000,821000,-1364000,2786000,-8093000,7738664,16165000,-7190000,7652000,16165000,-8640000,-547000,7738664,-547000,-9016000,-1.29,8889000,7652000,2786000,-9976000,7525000,-1.29,-903000,-8093000,2404000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.02,N/A,-0.18126245847176078,-107.54817275747509,0,NaN,0.8867913557515263,NaN,0.5908728259135152,18515000,-8.313387913589251,-15.685628452369416,-15.685628452369416,0,6.331018518518519,,N/A,NaN,NaN,Financial Services,Capital Markets,967,EQUITY,5821.339999999999,N/A,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
